,screen_name,description,label
118049,daigardener,"I'm head gardener at Victoria gardens Neath, married, two daughters a son and one grandaughter. I'm a qualified psychotherapist and an Ospreys rugby fan.",31-59
118372,AbiCass1,Y1 teacher and mother of 3. Easily inspired! All views are entirely my own!,
118816,jangriff57,"Married my lovely husband in 1975, mum to 2 beautiful daughters, mum-in-law to 2 lovely sons-in-law and nanny to 6 gorgeous grandchildren. #50sWomen #BackTo60",
118987,Catandq,"I make #patchwork #quilts.  I have 2 sons, a daughter 3 grandsons  and 2 #rescuecats. I am 'economically inactive' and pro EU.",
119393,JamesWoodfield,"Husband, grandfather, possibilitarian. Habitat: mostly coast & country. Delighted, appalled, fascinated, intrigued, hopeful.",
119578,LornaWalter,"Mother of 2 amazingly wonderful sons, nanny (to 3 beautiful grandchildren). Retired HT passionate about EYs & creativity new to gardening all advise welcome!",
119612,afsanalachaux,8  years on and still fighting the mother of all legal battles. AND 2019 joint winner #EmmaHPrize #vawg #bringlouishome | UAE persona non grata| #humanrights,31-59
119763,HJMKent,"Democratic Socialist, European, parent, grandparent. WBA & KCCC. 60s US/UK music. Malt whisky. Man of Kent. Exiled Whitstable Native. Family Historian.",
119870,DrGraceGibson,Retired GP and mother of 4,
119876,abbyaug,"Retired primary school teacher. Interested in walking, running, photography, history, reading and education. Loving being a grandmother. Pro EU.",
120829,LAHinds,"Feminist, mother and former Scottish Labour & Co-operative Party Councillor for Inverleith. Former Convenor of CEC Transport & Environment Committee. Freedom!",
121500,JudyAuthor,"Dysgu Cymraeg. Happily married to fellow writer, mother of artist son. Bookworm. Loves to travel and blog. Published local history book.",
122018,AlisonTarrant,#kinshipCarer for twin grandchildren. #Autism #ADHD #ODD #RAD #CPV #MentalHealth #Addiction #DV #ECLCM #BreastCancer  my heart belongs on #Exmoor ♥️,
122385,Scraggmeister,"Husband to my beautiful wife Alison, father to adorable twin boys Oscar & Alfie. I have everything. I am happy.",
122495,MarygBrooks,"views are my own except retweets, Labour supporter getting by on 2 zero hr contracts, mother of rescue cat Tobias",
122546,colemaj08,"Married to Lucy, father to Martha, teacher at a Harrogate school, Tory, LFC, love good food. Live in Harrogate. Servant to a gorgeous cat called Fen",31-59
122748,BobHuckin,"Very contented husband, dad and grandpa. Lover of good music, good radio and Guinness.",
123373,DuddsSusan,"Mother, grandmother and Quay resident",
123414,choochoo45g,sailor open to all sights n ideas/people we all impact the world we inhabit no matter what we do! and proud grandfather,
123736,grainemhaol,"Proud EU citizen, wife & mother of two, passionate about our precious NHS.",
124592,MrsAgbag,"linguist, teacher, translator (English, German, Spanish, French +) and musician teacher, performer (piano & organ), ex nurse, quilter, mother + 🕷#LibDems",
124618,NaffCo54Corp,"My dog is prosthetic_My dog is prosthetic_I gave your mother sugar because she's a diabetic.

RowntreesFruitGum",
125029,BizzyRascal,🇪🇺 @matthewsyard. Tired father of three beautiful girls under 2.,31-59
125062,jaques132,"Anglican priest, husband of Angela, father of Marianne, Rebecca and Caroline, grandad of Emily, Poppy, Joseph, Ollie, Will and Charlie.",
125371,PaulAbbandonato,UK Regional Sports  Journalist of Year; Head of Sport WalesOnline & mainstream Welsh papers. Author Barry John & Gary Speed books. Loving father of three boys,31-59
125411,nanapatdavies,Sexagenarian remainer who is not willing to go forth until her grandchildren are assured a future in Europe,
127463,hafley_juanita,I am a loving wife and a loving mother of two boys. also click on link and please donate to Alex https://t.co/oxzMd9t7Gg,
127775,AlanRoebuck1,"Former Head and Adviser, now retired. Married to Kathy with two children and three grandchildren. Greatly enjoy instructing for the Taoist Tai Chi Society.",
128501,jilloLambo,"Woman, mother & nanna, wife, friend , vegan, substance use midwife & health visitor, huge interest in addiction & public health. all views my own",
128527,LadySaintTgmai1,"Born in Liverpool. Grew up in Anfield. Worked in various jobs including The Phil. Liverpool Uni 1985-88. Mother, grand-mother, feminist, Red (LFC & politics) 🌷",
128897,sue_briody,"wife, mother grandmother. new lover of gin! at a loss at what’s happening to our world.",
129861,lisajane1212,"Socialist, mother and West Ham fan, infrequently tweets 👍 (that is an overly washed thumb that is quite dry and in need heavy moisturisation).",
130250,FibroKnitter,"A Fibromyalgia and ME sufferer, and mother to an autistic 5 year old. Disabled and mostly housebound. Love knitting, crochet and all things crafty.",
130466,bootleian,"Hispanist, die-hard Evertonian, grandad, really into PLTS and PMFL.",
130703,PaulHRoberts,"married, 2 sons & a granddaughter, works in health & housing, watches football and runs. Μαθαίνω Ελληνικά. Views definitely my own.",31-59
130824,MarjePaling,Labour & Co-op Party Councillor for Coppice Ward in Arnold. Hoping to find more time to take grandchildren out in the campervan!,
130873,julienajuk,"Labour councillor at Gedling Borough Council. Retired teacher ,mother, grandmother.",
131542,AlMcDonnellSB,"Former SDLP MP and MLA for South Belfast and former SDLP Leader. Proud European 🇪🇺. Married to Olivia and proud father of 4; Dearbhla, Ruairi, Oisin, Aileen.",
131554,egilcookie59,"married, with three children and two grandchildren, retired.
Enjoy reading, music/singing, travelling, history at the local fort, photography.",over60
131881,RuthDevlin,"former journalist, mother of doctor, NHS fan, book editor, Scot in exile. @uklabour supporter till I die. (Tweets are in a personal capacity)",31-59
131961,TheItalianDream,"Proud ex-military, ⚒fan, Brexiteer/Tory, doting husband, father & grandfather, ❤️ 🇬🇧⚽️🏉🏏🎸🎫🎬, IT & tech, retweets not necessarily an endorsement",
132092,MargaretAlipoo1,"Lecturer, mother and granny. supporting a better future for Clayton and Bradford",
133437,BishopNewcastle,Bishop of Newcastle. Toon fan. Proud mum and grandma. Grateful for very tolerant husband.,
133927,Richard73480888,"Lay Worker in the Methodist Church, Preacher, Socialist. Married to Lianne. 4 Children and 2 grandsons. Aston Villa supporter and follow Stourbridge FC.",
135471,areyousreious,"Retired teacher , mother , grandmother and feminist campaigner.  Loves to travel to amazing places",
135709,thora_mackey,"Dub married to Cork man, proud mother and dog lover. thoughts & comments usually my own.",31-59
135854,MonicaSpite,single mother domestic goddess impoverished queen of the day ticket lives for the arts adores theatre,
136106,annetted1234,"my opinion is my own, I’m a proud mother to three sons & nanny to a beautiful https://t.co/9wvkHXgZrd & Fitness always my goals @annettehealthchoice",
136202,MichelleeHall,"@Labour County Councillor & Deputy Mayor of Drogheda. Wife, mother of 3, SNA, BA Early Childhood DkIT, @GOAL_Global Miler, @Forsa, Instagram @feckinpolitics",31-59
136223,amygmurphy,"Social scientist examining inequality, health, gender.  Full-time mother these days. Secretary @labourwomen. Avid trad musician. Living in Copenhagen currently.",
137195,becigrey,"Happily married, mother of two - Photographer, artist, rebel, writer, active, angry, polite, social, fun loving and complex - anything else?",
137209,mrh1867,"Accountant, Director, law and psychology degrees. ProEuropean citizen of the world seeking fairness, peace and a brighter future for children and grandchildren.",31-59
137512,WebsterDebby,Muddle aged woman with daft sense of humour and wife and mother in tow,
137695,edenjukebox,Proud to be a member of @Lips_Choir // deaf advocate // parent of Dixie // UWLSU // views my own natch,
137826,ArmandsGran,"Daughter of Shetland, devoted mother, grandmother and lover of gardening and pilates.",
137965,Dave_H_King,"Dad, grandad, genealogist, historian, cyclist, walker, naturalist, gardener, litter picker #SAFC . Loves #ardnamurchan #Northumberland #BraggCreek",
138220,Honeybee0104,"Lover of food, film, tv, kindness, & helping others! Charity worker, mother and strong Remainer!!! ❤️ 🇪🇺",31-59
138345,DeaconBlue9,"A long standing parent, grandparent,and evertonian",
138783,christine998,"wife, mother of 5 and nana of 6. passions are Scottish history, knitting, crocheting and quilting and Scottish Independence.",
138787,TristramEmily,"Warwick wife, mother and teacher.",
138889,Cath2E,"Techie female, mother of 16 yo girl, wife of 12 yo boy, Christian, enjoy sailing, skiing, beaches and my dog Marti",31-59
138897,DavidWalterRoss,Grandad using twitter to follow children & grandchildren,
138963,broadhead_mary,retired teacher. mother and grandma.,
139383,MikeLeSurf,"Very proud dad, granddad & hubby. I act. I do stand up. I campaign. Spurs fan. Social media darling. All tweets in a personal capacity. Re-tweets whatever.",
139432,odettemorgan1,"Young at heart, loves food, wine and travel, have 3 amazing grown up kids, two gorgeous grandsons, for whom I will be a Remainer for as long as it takes!",
139515,JohnGrumble,"Disillusioned Retired NHS Dentist, All views are personal, I base my opinion on fact, when the facts change I change my opinion. Grumpa to 3 ace grand children",
139556,johngirling1,Proud father and husband,31-59
139704,JulieExley3,"Proud wife & mum of 3 Beautiful daughters, 4 grandaughters 1 grandson and 1great grandaughter love my job and proud fan and season ticket holder SWFC WAWAW ⚽",
139964,WendyScott0987,"Proud mother and grandma. I love writing, love football.  love rugby, love baking, love being a social butterfly, and I give thanks every day for my blessings.",
140033,JohnHumby2,"Married with two children and 6 grandchildren now retired, posty for 28 years, attend Boscombe Baptist Church, avid STH Fulham fan.",
140561,michael_bodden,Retired psychologist - Fond grandparent - Silver spoon collector - Shiraz fan - Greenish - Crocs wearer(!)- BAM clad - Left handed - #FilthyRemainer,
140697,scillsygirl,"Small business owner in creative industry, parent and partner. Fed up with unfairness in UK & World. On brighter side love food, fun, family & my book club...",
141616,lynnebaird8,A mum and grandmother. I lost my beautiful son Dan to knife crime 8th July 2017. He was 26 years old.,
141801,ashleydcohen,"husband, father of three amazing children, passionate and proud pharmacist, self confessed LUFC fan!",31-59
141819,BatesBates75,"Love my six granddaughters❣the countryside, all wildlife, words, writing, craft and calligraphy Love Calderdale❣Yorkshire & seeing the beauty in ALL 💕 🙏🏼 ;)x",
141900,HelenRivron,"I work as a college Lecturer and a Labour Councillor. I'm parent to 3 grown up kids-Emily, Daniel &  Eli. I live in Halifax with partner Neil, a dog & 2 cats",
141933,chpets,"Humanist, socialist, NHS supporter ...and much more. Likes - stargazing, kindling, singing, being a grandma,",
142509,dame_keep,"Father of 2, dog lover, raised by a mother that kept it 100 & cussed liked a sailor with a heart of gold, our freedom depends on us not staying quiet #Resist",
143079,Bestmercfan,"Husband, father and F1 fan, always willing to learn more about what goes on in the world, sometimes wondering Why did they just do that?",
143196,mauricethemanc,"Lawyer, consultant, director, United born and bred, wishy-washy liberal and father to Georgia, Grace and Maeve.",
143397,Infotainer48,"Husband, dad and grandad. And cook.",
143436,roryjiwani,"Husband, father of two and all-round sports media type.
Contact: https://t.co/cFAkSPRi02",
143861,ChritchleyKim,"Proud daughter of Tramp Preacher, Jarrow Marcher father and Guardian reading Scots (not Scottish) mother.#FBPE",
144354,Childsplay56,"Actor, father, grandad and Stokie, currently Mike the barman/1st cover Grandad in Only Fools And Horses, The Musical at the Theatre Royal, Haymarket.",
144369,alanthelondoner,"Professional regulation specialist. No party politics. Pacifist. Children, grandchildren. Self-employed, working with professional bodies. Personal tweets.",
145301,xpatjock,"Engineer, dad and grandad. Roaming in the Gloaming and anywhere else ( as long as FOM still exists. #FBPE",
145516,JonBeck9,"Fat, married, 4 kids, 4 grandchildren, Evertonian. Once Everton has touched you nothing will be the same.",
145640,ridinghat1,"Technophobe, avid reader, Widow, grown up children, grandmother. Owner with @LancsRacing. Owner with @LMcJannet & member of @RacehorseOwners",
