,screen_name,description
138563,izzyrosekelly,24 year old Brummie | Actress | @ardenschool Musical Theatre graduate 2018 | ♍🌍
139178,hashtag_gouldy,"2019 TMC Merida UK Ambassador.

Team Mitchell Cycles | @MeridaBikes | @ONEAL_Europe | @SchwalbeUK | @smithoptics | Scorpion Racks

#RideForEwen"
139235,J__Fairweather,26.
139518,samelliott1_,20 | I’m outdoorsy in that I like drinking on patios
139760,SyJGreen,40 % Futurama gifs
140175,_Kax_x,23. British. I love to write. ♈
140515,libbymayaarcher,20. 3rd year BA MT at PPA | Currently Florence Vassy in ‘Chess’ @ElectricTheatre | a storyteller with an affinity for anything yellow | you are enough 🌈
140729,JamieCory,22. London Med Student. Women's Health. 🌹🇪🇺 **This is now a Lisa Nandy Stan Account**
141257,LabourMarina,2020 Lambeth & Southwark Labour London Assembly Member candidate.
141554,lastnamemarange,22
141893,Jude_Hunt,21. British. Avid shower singer. |Youth Officer for Halifax CLP| 🌹
141978,FSU_WMP,24/7 policing support across West Midlands. Do not report crime on Twitter. Call 999 in an emergency. Non emergency - Live Chat 0800-0000 or call 101 24/7
142301,TerenceKnott1,"28 years Commandos, then NHS, own companies U.K./Spain. Led U.K. charity assistance dogs for disabled. Retired, living S of France. Anti Brexit unpaid vol Renew"
142561,dolandeclares,"30 something Systems Analyst, wearer of hats"
142596,TheO530CarrisPT,25 / Proud EU citizen / #777X & #A350XWB Lover / RTs are NOT endorsements nor constitute my views; Views are my own / FGO NA and Azur Lane EN player.
142622,IqyAmjad,22 UoH https://t.co/0q11cm01R5
143315,OliveEaton16,"12:00 on 23.07.2019 election of BJ, a.k.a Alexander Johnson, a.k.a Britain Trump, we reach bottom, Dante's Hell, a cold place without truth: shameless deceit"
145376,AyrshireBog,50yrs an Atheist/Secularist. Tolerate nonfundy religion. Islamism currently threat. x=flagwaver. Leftish. RTx=endorsement. Be rational and I rarely block. UKOK.
145556,no1fiftiesfan,40 years in property management (boring!!!)   and   20 years in online education(exciting). Worn out - waiting to retire!
